run_number,dimension,total_particle_number,ensemble,initialize,compress,sample,analyze,status,execution_state,started_at,finished_at,output_dir,error
0,2,40,NVT,O,O,O,O,success,finished,2026-04-08T20:28:09.150860+00:00,2026-04-08T20:28:28.793765+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_rectangle_aspect_ratio/run_0,
1,2,40,NVT,O,O,O,O,success,finished,2026-04-08T20:28:28.795952+00:00,2026-04-08T20:28:49.915004+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_rectangle_aspect_ratio/run_1,
