run_number,dimension,total_particle_number,ensemble,initialize,compress,sample,analyze,status,execution_state,started_at,finished_at,output_dir,error
0,2,512,NPT,O,O,O,O,success,finished,2026-06-29T20:51:16.000230+00:00,2026-06-29T21:11:07.513435+00:00,/SNS/users/ldq/Work/ColPackAgent/data/2d_npt_disk_v4/run_0,
1,2,512,NPT,O,O,O,O,success,finished,2026-06-29T20:51:20.774670+00:00,2026-06-29T21:11:27.481302+00:00,/SNS/users/ldq/Work/ColPackAgent/data/2d_npt_disk_v4/run_1,
