run_number,dimension,total_particle_number,ensemble,initialize,compress,sample,analyze,status,execution_state,started_at,finished_at,output_dir,error
0,2,40,NPT,O,O,O,O,success,finished,2026-04-08T20:30:18.280248+00:00,2026-04-08T20:31:49.413674+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_pressure_capsule_npt/run_0,
1,2,40,NPT,O,O,O,O,success,finished,2026-04-08T20:31:49.415786+00:00,2026-04-08T20:40:13.601293+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_pressure_capsule_npt/run_1,
