run_number,dimension,total_particle_number,ensemble,initialize,compress,sample,analyze,status,execution_state,started_at,finished_at,output_dir,error
0,2,40,NVT,O,O,O,O,success,finished,2026-04-08T20:25:50.180936+00:00,2026-04-08T20:25:55.577308+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_relative_volume_fraction_disks/run_0,
1,2,40,NVT,O,O,O,O,success,finished,2026-04-08T20:25:55.577834+00:00,2026-04-08T20:26:00.926404+00:00,/Users/ldq/Work/ColPackAgent/plot/illustrative_data/tunable_relative_volume_fraction_disks/run_1,
